0.0000000000000000e+000,0.0000000000000000e+000,0.0000000000000000e+000,2.5972161488010861e-006,5.8800000000000004e+001,0.0000000000000000e+000,0.0000000000000000e+000
5.0000000000000003e-002,0.0000000000000000e+000,0.0000000000000000e+000,2.5972161488010861e-006,5.8858858858858866e+001,0.0000000000000000e+000,0.0000000000000000e+000
1.0000000000000001e-001,0.0000000000000000e+000,0.0000000000000000e+000,2.5972161488010861e-006,5.8917835671342687e+001,0.0000000000000000e+000,0.0000000000000000e+000
1.5000000000000002e-001,0.0000000000000000e+000,0.0000000000000000e+000,2.5972161488010861e-006,5.8976930792377139e+001,0.0000000000000000e+000,0.0000000000000000e+000
2.0000000000000001e-001,0.0000000000000000e+000,0.0000000000000000e+000,2.5972161488010861e-006,5.9036144578313255e+001,0.0000000000000000e+000,0.0000000000000000e+000
2.5000000000000000e-001,0.0000000000000000e+000,0.0000000000000000e+000,2.5972161488010861e-006,5.9095477386934675e+001,0.0000000000000000e+000,0.0000000000000000e+000
3.0000000000000004e-001,0.0000000000000000e+000,0.0000000000000000e+000,2.5972161488010861e-006,5.9154929577464792e+001,0.0000000000000000e+000,0.0000000000000000e+000
3.5000000000000003e-001,0.0000000000000000e+000,0.0000000000000000e+000,2.5972161488010861e-006,5.9214501510574024e+001,0.0000000000000000e+000,0.0000000000000000e+000
4.0000000000000002e-001,0.0000000000000000e+000,0.0000000000000000e+000,2.5972161488010861e-006,5.9274193548387103e+001,0.0000000000000000e+000,0.0000000000000000e+000
4.5000000000000001e-001,0.0000000000000000e+000,0.0000000000000000e+000,2.5972161488010861e-006,5.9334006054490416e+001,0.0000000000000000e+000,0.0000000000000000e+000
5.0000000000000000e-001,0.0000000000000000e+000,0.0000000000000000e+000,2.5972161488010861e-006,5.9393939393939398e+001,0.0000000000000000e+000,0.0000000000000000e+000
5.5000000000000004e-001,0.0000000000000000e+000,0.0000000000000000e+000,2.5972161488010861e-006,5.9453993933265927e+001,0.0000000000000000e+000,0.0000000000000000e+000
6.0000000000000009e-001,0.0000000000000000e+000,0.0000000000000000e+000,2.5972161488010861e-006,5.9514170040485837e+001,0.0000000000000000e+000,0.0000000000000000e+000
6.5000000000000002e-001,0.0000000000000000e+000,0.0000000000000000e+000,2.5972161488010861e-006,5.9574468085106389e+001,0.0000000000000000e+000,0.0000000000000000e+000
7.0000000000000007e-001,0.0000000000000000e+000,0.0000000000000000e+000,2.5972161488010861e-006,5.9634888438133878e+001,0.0000000000000000e+000,0.0000000000000000e+000
7.5000000000000000e-001,0.0000000000000000e+000,0.0000000000000000e+000,2.5972161488010861e-006,5.9695431472081225e+001,0.0000000000000000e+000,0.0000000000000000e+000
8.0000000000000004e-001,0.0000000000000000e+000,0.0000000000000000e+000,2.5972161488010861e-006,5.9756097560975618e+001,0.0000000000000000e+000,0.0000000000000000e+000
8.5000000000000009e-001,0.0000000000000000e+000,0.0000000000000000e+000,2.5972161488010861e-006,5.9816887080366229e+001,0.0000000000000000e+000,0.0000000000000000e+000
9.0000000000000002e-001,0.0000000000000000e+000,0.0000000000000000e+000,2.5972161488010861e-006,5.9877800407331982e+001,0.0000000000000000e+000,0.0000000000000000e+000
9.5000000000000007e-001,0.0000000000000000e+000,0.0000000000000000e+000,2.5972161488010861e-006,5.9938837920489298e+001,0.0000000000000000e+000,0.0000000000000000e+000
1.0000000000000000e+000,0.0000000000000000e+000,0.0000000000000000e+000,2.5972161488010861e-006,6.0000000000000007e+001,0.0000000000000000e+000,0.0000000000000000e+000
1.0500000000000000e+000,0.0000000000000000e+000,0.0000000000000000e+000,2.5972161488010861e-006,6.0061287027579169e+001,0.0000000000000000e+000,0.0000000000000000e+000
1.1000000000000001e+000,0.0000000000000000e+000,0.0000000000000000e+000,2.5972161488010861e-006,6.0122699386503072e+001,0.0000000000000000e+000,0.0000000000000000e+000
1.1500000000000001e+000,0.0000000000000000e+000,0.0000000000000000e+000,2.5972161488010861e-006,6.0184237461617201e+001,0.0000000000000000e+000,0.0000000000000000e+000
1.2000000000000002e+000,0.0000000000000000e+000,0.0000000000000000e+000,2.5972161488010861e-006,6.0245901639344268e+001,0.0000000000000000e+000,0.0000000000000000e+000
1.2500000000000000e+000,0.0000000000000000e+000,0.0000000000000000e+000,2.5972161488010861e-006,6.0307692307692314e+001,0.0000000000000000e+000,0.0000000000000000e+000
1.3000000000000000e+000,0.0000000000000000e+000,0.0000000000000000e+000,2.5972161488010861e-006,6.0369609856262841e+001,0.0000000000000000e+000,0.0000000000000000e+000
1.3500000000000001e+000,0.0000000000000000e+000,0.0000000000000000e+000,2.5972161488010861e-006,6.0431654676259001e+001,0.0000000000000000e+000,0.0000000000000000e+000
1.4000000000000001e+000,0.0000000000000000e+000,0.0000000000000000e+000,2.5972161488010861e-006,6.0493827160493836e+001,0.0000000000000000e+000,0.0000000000000000e+000
1.4500000000000002e+000,0.0000000000000000e+000,0.0000000000000000e+000,2.5972161488010861e-006,6.0556127703398566e+001,0.0000000000000000e+000,0.0000000000000000e+000
1.5000000000000000e+000,0.0000000000000000e+000,0.0000000000000000e+000,2.5972161488010861e-006,6.0618556701030933e+001,0.0000000000000000e+000,0.0000000000000000e+000
1.5500000000000000e+000,0.0000000000000000e+000,0.0000000000000000e+000,2.5972161488010861e-006,6.0681114551083596e+001,0.0000000000000000e+000,0.0000000000000000e+000
1.6000000000000001e+000,0.0000000000000000e+000,0.0000000000000000e+000,2.5972161488010861e-006,6.0743801652892571e+001,0.0000000000000000e+000,0.0000000000000000e+000
1.6500000000000001e+000,0.0000000000000000e+000,0.0000000000000000e+000,2.5972161488010861e-006,6.0806618407445711e+001,0.0000000000000000e+000,0.0000000000000000e+000
1.7000000000000002e+000,0.0000000000000000e+000,0.0000000000000000e+000,2.5972161488010861e-006,6.0869565217391312e+001,0.0000000000000000e+000,0.0000000000000000e+000
1.7500000000000000e+000,0.0000000000000000e+000,0.0000000000000000e+000,2.5972161488010861e-006,6.0932642487046635e+001,0.0000000000000000e+000,0.0000000000000000e+000
